"variable" "ActDesc" "Subject" "Mean" "Std"
"angleY_gravityMean" "SITTING" 28 0.175584659585388 0.201797852599584
"angleY_gravityMean" "STANDING" 2 0.17228684113245 0.3103609938314
"angleY_gravityMean" "STANDING" 4 -0.0323627459022082 0.353017008746445
"angleY_gravityMean" "STANDING" 9 0.116895184124306 0.108923544722284
"angleY_gravityMean" "STANDING" 10 -0.0959038883229167 0.358015154115543
"angleY_gravityMean" "STANDING" 28 0.191123121079545 0.174497779306606
"angleY_gravityMean" "STANDING" 29 -0.0159365438755814 0.291668527355601
"angleY_gravityMean" "STANDING" 30 0.0347383559268929 0.269330534157699
"angleY_gravityMean" "WALKING" 1 0.122790250801441 0.307897112495417
"angleY_gravityMean" "WALKING" 3 0.075626283568915 0.353649255578847
"angleY_gravityMean" "WALKING" 5 -0.0378727910794701 0.375129012950056
"angleY_gravityMean" "WALKING" 6 0.0197335438526154 0.426596284498943
"angleY_gravityMean" "WALKING" 7 0.108786539103896 0.16354543191958
"angleY_gravityMean" "WALKING" 8 -0.0874135391111111 0.376747059847033
"angleY_gravityMean" "WALKING_DOWNSTAIRS" 17 0.0704239045339233 0.275243392414855
"angleY_gravityMean" "WALKING_DOWNSTAIRS" 19 0.00151612316111112 0.319807444033805
"angleY_gravityMean" "WALKING_DOWNSTAIRS" 21 0.128426547916667 0.287727595839684
"angleY_gravityMean" "WALKING_DOWNSTAIRS" 22 0.0307421305110368 0.279981836121908
"angleY_gravityMean" "WALKING_UPSTAIRS" 8 0.120047357220879 0.158798327991788
"angleY_gravityMean" "WALKING_UPSTAIRS" 11 0.00165239541139238 0.405076815471886
"angleY_gravityMean" "WALKING_UPSTAIRS" 14 0.157115290074304 0.200149108103285
"angleY_gravityMean" "WALKING_UPSTAIRS" 15 -0.0283465809658537 0.388874468727243
"angleY_gravityMean" "WALKING_UPSTAIRS" 16 0.125280842806284 0.168606966893697
"angleY_gravityMean" "WALKING_UPSTAIRS" 17 0.219326411724138 0.00241135563814226
"angleZ_gravityMean" "LAYING" 10 -0.055113079401197 0.0908160547017642
"angleZ_gravityMean" "LAYING" 12 -0.00978178708293746 0.203471102501281
"angleZ_gravityMean" "LAYING" 13 -0.0243233821867553 0.27359677096226
"angleZ_gravityMean" "LAYING" 18 -0.0521704223928572 0.243514868134324
"angleZ_gravityMean" "LAYING" 20 -0.0570081125429944 0.174040478615966
"angleZ_gravityMean" "LAYING" 24 -0.0312309210556431 0.244477052061757
"angleZ_gravityMean" "SITTING" 22 0.145901331272727 0.0224632940593918
"angleZ_gravityMean" "SITTING" 23 -0.044001828733871 0.378564606832579
"angleZ_gravityMean" "SITTING" 25 -0.159471155005624 0.199320446378932
"angleZ_gravityMean" "SITTING" 26 -0.149815525406097 0.16856788348628
"angleZ_gravityMean" "SITTING" 27 -0.0984576958632712 0.322129458117103
"angleZ_gravityMean" "SITTING" 28 0.029031809931068 0.360339015390337
"angleZ_gravityMean" "STANDING" 2 -0.0788654586730132 0.221176765047596
"angleZ_gravityMean" "STANDING" 4 -0.0954624208030915 0.0801089240874688
"angleZ_gravityMean" "STANDING" 9 -0.0898492623565208 0.382443793099
"angleZ_gravityMean" "STANDING" 10 0.098375100503125 0.390839206679534
"angleZ_gravityMean" "STANDING" 28 0.101472307085227 0.412616776272735
"angleZ_gravityMean" "STANDING" 29 -0.131056819056395 0.162123466414276
"angleZ_gravityMean" "STANDING" 30 -0.118055740375574 0.21139299966958
"angleZ_gravityMean" "WALKING" 1 -0.039079017723343 0.208018752593208
"angleZ_gravityMean" "WALKING" 3 -0.0174901508665689 0.180950536239361
"angleZ_gravityMean" "WALKING" 5 -0.0440818730005695 0.0818085836744917
"angleZ_gravityMean" "WALKING" 6 -0.0125524016118246 0.0936544545934009
"angleZ_gravityMean" "WALKING" 7 -0.0334261884535715 0.379280107981231
"angleZ_gravityMean" "WALKING" 8 -0.108813752711111 0.153097775390047
"angleZ_gravityMean" "WALKING_DOWNSTAIRS" 17 0.00457661336135694 0.3036440649124
"angleZ_gravityMean" "WALKING_DOWNSTAIRS" 19 -0.156363049583333 0.272281151213408
"angleZ_gravityMean" "WALKING_DOWNSTAIRS" 21 -0.0191761331715686 0.326135394272132
"angleZ_gravityMean" "WALKING_DOWNSTAIRS" 22 -0.186281046709699 0.25950889816541
"angleZ_gravityMean" "WALKING_UPSTAIRS" 8 -0.0328974718358241 0.387805976559216
"angleZ_gravityMean" "WALKING_UPSTAIRS" 11 -0.0769066678984177 0.0434027473581165
"angleZ_gravityMean" "WALKING_UPSTAIRS" 14 0.121501628916409 0.36997493756112
"angleZ_gravityMean" "WALKING_UPSTAIRS" 15 -0.00396904339878048 0.129783689813629
"angleZ_gravityMean" "WALKING_UPSTAIRS" 16 -0.0344521193606011 0.371209608617661
"angleZ_gravityMean" "WALKING_UPSTAIRS" 17 0.217081473103448 0.0057440056714762
"angletBodyAccJerkMean_gravityMean" "LAYING" 10 -0.00122088082207071 0.52301050891812
"angletBodyAccJerkMean_gravityMean" "LAYING" 12 0.016330803500625 0.47491917665407
"angletBodyAccJerkMean_gravityMean" "LAYING" 13 0.0122226522639144 0.420596372323662
"angletBodyAccJerkMean_gravityMean" "LAYING" 18 0.0169548311400824 0.449432962714027
"angletBodyAccJerkMean_gravityMean" "LAYING" 20 0.0110640593841525 0.418823418665823
"angletBodyAccJerkMean_gravityMean" "LAYING" 24 -0.0124784211089239 0.422674387603517
"angletBodyAccJerkMean_gravityMean" "SITTING" 22 -0.0954311007272727 0.514828768861378
"angletBodyAccJerkMean_gravityMean" "SITTING" 23 -0.0112360231368817 0.431401934384804
"angletBodyAccJerkMean_gravityMean" "SITTING" 25 0.0470369997647922 0.415986864460089
"angletBodyAccJerkMean_gravityMean" "SITTING" 26 0.0168646176131633 0.466656637101793
"angletBodyAccJerkMean_gravityMean" "SITTING" 27 0.0165222288067287 0.459719012378135
"angletBodyAccJerkMean_gravityMean" "SITTING" 28 -0.00716440155825243 0.430288942838503
"angletBodyAccJerkMean_gravityMean" "STANDING" 2 0.0140445759570199 0.430339743672517
"angletBodyAccJerkMean_gravityMean" "STANDING" 4 -0.0111447541222713 0.460416107182318
"angletBodyAccJerkMean_gravityMean" "STANDING" 9 -0.01042791539375 0.449281219593891
"angletBodyAccJerkMean_gravityMean" "STANDING" 10 -0.00857961483125 0.408436877930551
"angletBodyAccJerkMean_gravityMean" "STANDING" 28 -0.0111732333517045 0.427220283911556
"angletBodyAccJerkMean_gravityMean" "STANDING" 29 -0.00445131495703489 0.477884622400892
"angletBodyAccJerkMean_gravityMean" "STANDING" 30 0.0170043635063708 0.417130910316554
"angletBodyAccJerkMean_gravityMean" "WALKING" 1 0.00901810943544668 0.464275257545675
"angletBodyAccJerkMean_gravityMean" "WALKING" 3 0.0134500193845455 0.464238862967598
"angletBodyAccJerkMean_gravityMean" "WALKING" 5 -0.0152166119291391 0.488712701187872
"angletBodyAccJerkMean_gravityMean" "WALKING" 6 -0.00348166721446155 0.476481296675725
"angletBodyAccJerkMean_gravityMean" "WALKING" 7 -0.0101427330402597 0.461364828714793
"angletBodyAccJerkMean_gravityMean" "WALKING" 8 0.00116055541818181 0.393799584134787
"angletBodyAccJerkMean_gravityMean" "WALKING_DOWNSTAIRS" 17 -0.000670246320383481 0.452136029458267
"angletBodyAccJerkMean_gravityMean" "WALKING_DOWNSTAIRS" 19 0.00371223512405555 0.437042158635486
"angletBodyAccJerkMean_gravityMean" "WALKING_DOWNSTAIRS" 21 -0.0146502110504902 0.432590950968888
"angletBodyAccJerkMean_gravityMean" "WALKING_DOWNSTAIRS" 22 0.0113782443980268 0.422235593360961
"angletBodyAccJerkMean_gravityMean" "WALKING_UPSTAIRS" 8 -0.0697635479763736 0.433292905395337
"angletBodyAccJerkMean_gravityMean" "WALKING_UPSTAIRS" 11 -0.0188972160509494 0.485399218537895
"angletBodyAccJerkMean_gravityMean" "WALKING_UPSTAIRS" 14 0.0224016793242724 0.441245197825142
"angletBodyAccJerkMean_gravityMean" "WALKING_UPSTAIRS" 15 -0.0123872455271341 0.444039282689472
"angletBodyAccJerkMean_gravityMean" "WALKING_UPSTAIRS" 16 0.020561870829235 0.445659334657494
"angletBodyAccJerkMean_gravityMean" "WALKING_UPSTAIRS" 17 -0.0273316184827586 0.208345142570803
"angletBodyAccMean_gravity" "LAYING" 10 0.0118090295546465 0.423397673970358
"angletBodyAccMean_gravity" "LAYING" 12 0.0167089409122156 0.357753232735225
"angletBodyAccMean_gravity" "LAYING" 13 -0.00463757042042813 0.310997274782985
"angletBodyAccMean_gravity" "LAYING" 18 0.00995335628557692 0.320401153427023
"angletBodyAccMean_gravity" "LAYING" 20 0.00192632781036724 0.315989481624375
"angletBodyAccMean_gravity" "LAYING" 24 -0.00231723415711286 0.330519059811106
"angletBodyAccMean_gravity" "SITTING" 22 0.0760052372590909 0.3956066935825
"angletBodyAccMean_gravity" "SITTING" 23 0.00499252114895162 0.311067471688347
"angletBodyAccMean_gravity" "SITTING" 25 -0.00122167177865526 0.281090520732352
"angletBodyAccMean_gravity" "SITTING" 26 0.0216677426573214 0.345442078918482
"angletBodyAccMean_gravity" "SITTING" 27 0.00102764619013298 0.361648405771233
"angletBodyAccMean_gravity" "SITTING" 28 0.00748529970533982 0.309665898082012
"angletBodyAccMean_gravity" "STANDING" 2 0.00987176748993709 0.364739051828123
"angletBodyAccMean_gravity" "STANDING" 4 0.008033303979653 0.331084887176216
"angletBodyAccMean_gravity" "STANDING" 9 0.00659605719583334 0.312111863222794
"angletBodyAccMean_gravity" "STANDING" 10 -0.0156791396750104 0.296971617665047
"angletBodyAccMean_gravity" "STANDING" 28 0.00239438132931818 0.365669010553022
"angletBodyAccMean_gravity" "STANDING" 29 0.00843199681639535 0.389304348132233
"angletBodyAccMean_gravity" "STANDING" 30 0.00829338120762402 0.300835202580124
"angletBodyAccMean_gravity" "WALKING" 1 0.0376077057057925 0.345025544823228
"angletBodyAccMean_gravity" "WALKING" 3 0.0140943888357038 0.329270960478596
"angletBodyAccMean_gravity" "WALKING" 5 -0.00911213827748344 0.378117021624273
"angletBodyAccMean_gravity" "WALKING" 6 -0.0138330473166461 0.388894885163552
"angletBodyAccMean_gravity" "WALKING" 7 0.00269012793097403 0.366647581064936
"angletBodyAccMean_gravity" "WALKING" 8 -0.0106417700545455 0.310225094132694
"angletBodyAccMean_gravity" "WALKING_DOWNSTAIRS" 17 0.0121231099474631 0.345217216055562
"angletBodyAccMean_gravity" "WALKING_DOWNSTAIRS" 19 0.00253824381730555 0.281714210409256
"angletBodyAccMean_gravity" "WALKING_DOWNSTAIRS" 21 0.0120749006444118 0.305024991111511
"angletBodyAccMean_gravity" "WALKING_DOWNSTAIRS" 22 0.000762967294983268 0.30477204606583
"angletBodyAccMean_gravity" "WALKING_UPSTAIRS" 8 0.043000358399945 0.311119053054673
"angletBodyAccMean_gravity" "WALKING_UPSTAIRS" 11 8.83961393987324e-05 0.37001472301674
"angletBodyAccMean_gravity" "WALKING_UPSTAIRS" 14 0.0322300415756966 0.299398640523987
"angletBodyAccMean_gravity" "WALKING_UPSTAIRS" 15 0.0134188448537683 0.362420214249534
"angletBodyAccMean_gravity" "WALKING_UPSTAIRS" 16 -0.000582754422021855 0.361019635152778
"angletBodyAccMean_gravity" "WALKING_UPSTAIRS" 17 0.0302770932517241 0.139592957402642
"angletBodyGyroJerkMean_gravityMean" "LAYING" 10 0.0851886389585858 0.489965375157395
"angletBodyGyroJerkMean_gravityMean" "LAYING" 12 -0.06449492227475 0.511907307384299
"angletBodyGyroJerkMean_gravityMean" "LAYING" 13 -0.0276735579397554 0.5048118416454
"angletBodyGyroJerkMean_gravityMean" "LAYING" 18 -0.0414626090980769 0.523730641382154
"angletBodyGyroJerkMean_gravityMean" "LAYING" 20 -0.0174196998234463 0.488439568525568
"angletBodyGyroJerkMean_gravityMean" "LAYING" 24 -0.00300346831758529 0.476106519155024
"angletBodyGyroJerkMean_gravityMean" "SITTING" 22 0.0327113303181818 0.520186118440558
"angletBodyGyroJerkMean_gravityMean" "SITTING" 23 -0.0178096428516129 0.432659762604906
"angletBodyGyroJerkMean_gravityMean" "SITTING" 25 0.0223855658885574 0.513356962068429
"angletBodyGyroJerkMean_gravityMean" "SITTING" 26 -0.0116245003683418 0.456861464064336
"angletBodyGyroJerkMean_gravityMean" "SITTING" 27 -0.0548551892077128 0.46038379657341
"angletBodyGyroJerkMean_gravityMean" "SITTING" 28 0.00176338557524272 0.45306225308837
"angletBodyGyroJerkMean_gravityMean" "STANDING" 2 -0.0372927976207285 0.463342369080206
"angletBodyGyroJerkMean_gravityMean" "STANDING" 4 0.0117778301287066 0.557861404761356
"angletBodyGyroJerkMean_gravityMean" "STANDING" 9 -0.0231028736559028 0.493790016196314
"angletBodyGyroJerkMean_gravityMean" "STANDING" 10 -0.016353065946875 0.459116548469683
"angletBodyGyroJerkMean_gravityMean" "STANDING" 28 -0.00533038677727272 0.49528049279453
"angletBodyGyroJerkMean_gravityMean" "STANDING" 29 -0.000946753019534893 0.468374539184389
"angletBodyGyroJerkMean_gravityMean" "STANDING" 30 -0.0220330832773107 0.461654286645923
"angletBodyGyroJerkMean_gravityMean" "WALKING" 1 -0.00163035358155619 0.450403847720147
"angletBodyGyroJerkMean_gravityMean" "WALKING" 3 -0.0192074752090909 0.499445601615309
"angletBodyGyroJerkMean_gravityMean" "WALKING" 5 -0.0233952550609271 0.496590463662826
"angletBodyGyroJerkMean_gravityMean" "WALKING" 6 -0.0623473875535384 0.511062040179276
"angletBodyGyroJerkMean_gravityMean" "WALKING" 7 -0.0230124181622597 0.483862853199059
"angletBodyGyroJerkMean_gravityMean" "WALKING" 8 0.00657585202424241 0.523934603085018
"angletBodyGyroJerkMean_gravityMean" "WALKING_DOWNSTAIRS" 17 0.00604087111769912 0.469539313445791
"angletBodyGyroJerkMean_gravityMean" "WALKING_DOWNSTAIRS" 19 0.00103397442222222 0.513981075410936
"angletBodyGyroJerkMean_gravityMean" "WALKING_DOWNSTAIRS" 21 0.0220888939914216 0.468164929343137
"angletBodyGyroJerkMean_gravityMean" "WALKING_DOWNSTAIRS" 22 0.0214274451440468 0.501563088428664
"angletBodyGyroJerkMean_gravityMean" "WALKING_UPSTAIRS" 8 -0.0255771834387363 0.436779405469518
"angletBodyGyroJerkMean_gravityMean" "WALKING_UPSTAIRS" 11 -0.0350857284535127 0.514895787416427
"angletBodyGyroJerkMean_gravityMean" "WALKING_UPSTAIRS" 14 0.0278351930258823 0.391289324047991
"angletBodyGyroJerkMean_gravityMean" "WALKING_UPSTAIRS" 15 0.00667519244222561 0.49713650812212
"angletBodyGyroJerkMean_gravityMean" "WALKING_UPSTAIRS" 16 0.0351066626505465 0.487717188355651
"angletBodyGyroJerkMean_gravityMean" "WALKING_UPSTAIRS" 17 0.0708221434482759 0.533000870450486
"angletBodyGyroMean_gravityMean" "LAYING" 10 -0.0023055395878788 0.669348397094762
"angletBodyGyroMean_gravityMean" "LAYING" 12 0.118881574046188 0.653201875043016
"angletBodyGyroMean_gravityMean" "LAYING" 13 0.093952727429786 0.640878525287619
"angletBodyGyroMean_gravityMean" "LAYING" 18 0.0171416802197802 0.630387910336541
"angletBodyGyroMean_gravityMean" "LAYING" 20 -0.00611060712146891 0.614186208506281
"angletBodyGyroMean_gravityMean" "LAYING" 24 -0.0139827364349081 0.62475901026203
"angletBodyGyroMean_gravityMean" "SITTING" 22 -0.276102217727273 0.856114700937775
"angletBodyGyroMean_gravityMean" "SITTING" 23 0.0121649142389785 0.600342235493815
"angletBodyGyroMean_gravityMean" "SITTING" 25 -0.0266895304210269 0.620255722035137
"angletBodyGyroMean_gravityMean" "SITTING" 26 -0.0175910559287245 0.582522077919047
"angletBodyGyroMean_gravityMean" "SITTING" 27 0.0551370753053192 0.609869893260696
"angletBodyGyroMean_gravityMean" "SITTING" 28 0.0455340454368932 0.586966160593324
"angletBodyGyroMean_gravityMean" "STANDING" 2 0.0745850523983443 0.639221857343196
"angletBodyGyroMean_gravityMean" "STANDING" 4 0.0270807733943218 0.674624833042071
"angletBodyGyroMean_gravityMean" "STANDING" 9 0.0867843289590972 0.623738370299483
"angletBodyGyroMean_gravityMean" "STANDING" 10 -0.0541071783063229 0.437068768036777
"angletBodyGyroMean_gravityMean" "STANDING" 28 0.0510502146204546 0.631762906488487
"angletBodyGyroMean_gravityMean" "STANDING" 29 -0.0431070383319767 0.596470276599546
"angletBodyGyroMean_gravityMean" "STANDING" 30 0.0231789870650131 0.583254021212785
"angletBodyGyroMean_gravityMean" "WALKING" 1 -0.0134509534112392 0.60756328816862
"angletBodyGyroMean_gravityMean" "WALKING" 3 0.0359008263363636 0.637233608298027
"angletBodyGyroMean_gravityMean" "WALKING" 5 -0.00953130166963579 0.650145854466117
"angletBodyGyroMean_gravityMean" "WALKING" 6 0.0923274191257231 0.622855225834063
"angletBodyGyroMean_gravityMean" "WALKING" 7 0.0421957283409091 0.617012646441091
"angletBodyGyroMean_gravityMean" "WALKING" 8 -0.0305065888282828 0.568303239257597
"angletBodyGyroMean_gravityMean" "WALKING_DOWNSTAIRS" 17 0.00883061643244837 0.615603741392161
"angletBodyGyroMean_gravityMean" "WALKING_DOWNSTAIRS" 19 0.0315544716051111 0.593583285915729
"angletBodyGyroMean_gravityMean" "WALKING_DOWNSTAIRS" 21 0.0140122661183824 0.591630589672416
"angletBodyGyroMean_gravityMean" "WALKING_DOWNSTAIRS" 22 0.0107652579505017 0.579773241133934
"angletBodyGyroMean_gravityMean" "WALKING_UPSTAIRS" 8 -0.053897070910989 0.645113110714648
"angletBodyGyroMean_gravityMean" "WALKING_UPSTAIRS" 11 0.0506339693060127 0.648637276399943
"angletBodyGyroMean_gravityMean" "WALKING_UPSTAIRS" 14 -0.0525746015359133 0.5675423316338
"angletBodyGyroMean_gravityMean" "WALKING_UPSTAIRS" 15 0.000727811597256109 0.625409694003101
"angletBodyGyroMean_gravityMean" "WALKING_UPSTAIRS" 16 -0.0263301018843443 0.594523440926485
"angletBodyGyroMean_gravityMean" "WALKING_UPSTAIRS" 17 0.089270487724138 0.417263234040326
"fBodyAccJerk_bandsEnergy_17_24" "LAYING" 10 -0.81197708025303 0.229278555981206
"fBodyAccJerk_bandsEnergy_17_24" "LAYING" 12 -0.849499603038542 0.242982769363352
"fBodyAccJerk_bandsEnergy_17_24" "LAYING" 13 -0.858902010040775 0.208373090321662
"fBodyAccJerk_bandsEnergy_17_24" "LAYING" 18 -0.94642171246337 0.0873859180507917
"fBodyAccJerk_bandsEnergy_17_24" "LAYING" 20 -0.849951595544161 0.27448782219921
"fBodyAccJerk_bandsEnergy_17_24" "LAYING" 24 -0.920282318363955 0.125072334513655
"fBodyAccJerk_bandsEnergy_17_24" "SITTING" 22 -0.621330761424242 0.229204639051423
"fBodyAccJerk_bandsEnergy_17_24" "SITTING" 23 -0.7937819132888 0.304505394341398
"fBodyAccJerk_bandsEnergy_17_24" "SITTING" 25 -0.965908642436837 0.0499368792271516
"fBodyAccJerk_bandsEnergy_17_24" "SITTING" 26 -0.912615710425169 0.126388846268449
"fBodyAccJerk_bandsEnergy_17_24" "SITTING" 27 -0.893227158035461 0.185657096349083
"fBodyAccJerk_bandsEnergy_17_24" "SITTING" 28 -0.928459698592234 0.119383547876462
"fBodyAccJerk_bandsEnergy_17_24" "STANDING" 2 -0.809114750913686 0.287951279549572
"fBodyAccJerk_bandsEnergy_17_24" "STANDING" 4 -0.907602660145111 0.142445594799235
"fBodyAccJerk_bandsEnergy_17_24" "STANDING" 9 -0.929446604212964 0.0960490532956139
"fBodyAccJerk_bandsEnergy_17_24" "STANDING" 10 -0.903448977993055 0.266229339168932
"fBodyAccJerk_bandsEnergy_17_24" "STANDING" 28 -0.889869723801136 0.189973982533872
"fBodyAccJerk_bandsEnergy_17_24" "STANDING" 29 -0.894014228477034 0.179043188527857
"fBodyAccJerk_bandsEnergy_17_24" "STANDING" 30 -0.928921530826806 0.110802544075772
"fBodyAccJerk_bandsEnergy_17_24" "WALKING" 1 -0.811630562011527 0.237647342556705
"fBodyAccJerk_bandsEnergy_17_24" "WALKING" 3 -0.851067849465885 0.242174827505146
"fBodyAccJerk_bandsEnergy_17_24" "WALKING" 5 -0.873770489589405 0.172996489778177
"fBodyAccJerk_bandsEnergy_17_24" "WALKING" 6 -0.815885208517128 0.269669686114873
"fBodyAccJerk_bandsEnergy_17_24" "WALKING" 7 -0.866661782290043 0.201679996137803
"fBodyAccJerk_bandsEnergy_17_24" "WALKING" 8 -0.905725441875421 0.185090950246196
"fBodyAccJerk_bandsEnergy_17_24" "WALKING_DOWNSTAIRS" 17 -0.899645857224188 0.176580797776445
"fBodyAccJerk_bandsEnergy_17_24" "WALKING_DOWNSTAIRS" 19 -0.816294653339168 0.312989367892922
"fBodyAccJerk_bandsEnergy_17_24" "WALKING_DOWNSTAIRS" 21 -0.890204280516995 0.194135608002846
"fBodyAccJerk_bandsEnergy_17_24" "WALKING_DOWNSTAIRS" 22 -0.870242449111594 0.242946185193387
"fBodyAccJerk_bandsEnergy_17_24" "WALKING_UPSTAIRS" 8 -0.715232144095238 0.379889156720087
"fBodyAccJerk_bandsEnergy_17_24" "WALKING_UPSTAIRS" 11 -0.913983064324894 0.133982428570292
"fBodyAccJerk_bandsEnergy_17_24" "WALKING_UPSTAIRS" 14 -0.917723375833591 0.1334849919107
"fBodyAccJerk_bandsEnergy_17_24" "WALKING_UPSTAIRS" 15 -0.908141390914633 0.153841566512485
"fBodyAccJerk_bandsEnergy_17_24" "WALKING_UPSTAIRS" 16 -0.933171700336976 0.103794038732822
"fBodyAccJerk_bandsEnergy_17_24" "WALKING_UPSTAIRS" 17 -0.999848073333333 0.000258267690767887
"fBodyAccJerk_bandsEnergy_17_32" "LAYING" 10 -0.787294138301179 0.267462535223651
"fBodyAccJerk_bandsEnergy_17_32" "LAYING" 12 -0.842011548897916 0.262927376322778
"fBodyAccJerk_bandsEnergy_17_32" "LAYING" 13 -0.870573623231518 0.193073957908429
"fBodyAccJerk_bandsEnergy_17_32" "LAYING" 18 -0.946621781492674 0.0869868543376989
"fBodyAccJerk_bandsEnergy_17_32" "LAYING" 20 -0.861361691974765 0.254355424683847
"fBodyAccJerk_bandsEnergy_17_32" "LAYING" 24 -0.929200831329832 0.104655576635241
"fBodyAccJerk_bandsEnergy_17_32" "SITTING" 22 -0.557161285136364 0.275307890992203
"fBodyAccJerk_bandsEnergy_17_32" "SITTING" 23 -0.811739054441755 0.27157272909705
"fBodyAccJerk_bandsEnergy_17_32" "SITTING" 25 -0.96746650202934 0.0476361637809423
"fBodyAccJerk_bandsEnergy_17_32" "SITTING" 26 -0.918848328571429 0.115493909957923
"fBodyAccJerk_bandsEnergy_17_32" "SITTING" 27 -0.895636400585108 0.181855044541468
"fBodyAccJerk_bandsEnergy_17_32" "SITTING" 28 -0.927596605954693 0.123187704001266
"fBodyAccJerk_bandsEnergy_17_32" "STANDING" 2 -0.7920910564883 0.312920251750177
"fBodyAccJerk_bandsEnergy_17_32" "STANDING" 4 -0.886560690330179 0.173268602688578
"fBodyAccJerk_bandsEnergy_17_32" "STANDING" 9 -0.92703649369213 0.101428362379788
"fBodyAccJerk_bandsEnergy_17_32" "STANDING" 10 -0.894757324673611 0.293781369418276
"fBodyAccJerk_bandsEnergy_17_32" "STANDING" 28 -0.887046010912878 0.188928244686812
"fBodyAccJerk_bandsEnergy_17_32" "STANDING" 29 -0.877529343593992 0.1993539777771
"fBodyAccJerk_bandsEnergy_17_32" "STANDING" 30 -0.923230925815491 0.118605870598324
"fBodyAccJerk_bandsEnergy_17_32" "WALKING" 1 -0.812560313824689 0.241624157985658
"fBodyAccJerk_bandsEnergy_17_32" "WALKING" 3 -0.856899786469208 0.230261200460821
"fBodyAccJerk_bandsEnergy_17_32" "WALKING" 5 -0.882215661125828 0.162516980441042
"fBodyAccJerk_bandsEnergy_17_32" "WALKING" 6 -0.824872775079589 0.253946491937808
"fBodyAccJerk_bandsEnergy_17_32" "WALKING" 7 -0.87720690872998 0.184886377243182
"fBodyAccJerk_bandsEnergy_17_32" "WALKING" 8 -0.903361828188552 0.191541736627804
